"","aff","aff_speaks","neg","neg_speaks","win"
"4156","8401,15644",56.5,"26982,26983",54,"1"
"4157","27296,118",55,"22768,26553",55,"1"
"4158","27296,118",56.5,"23044,26663",55.5,"1"
"4159","27296,118",56.5,"26484,24624",56.5,"0"
"4160","16216,24593",56,"26456,24567",56,"0"
"4161","16216,24593",56,"24819,26684",56,"1"
"4162","16216,24593",56,"26672,26483",56,"0"
"4163","24595,26467",56,"23135,26685",55,"1"
"4164","24595,26467",54.5,"26672,26483",56,"0"
"4165","24595,26467",56.5,"24575,23046",57,"0"
"4166","26469,22843",55,"26497,26498",56,"0"
"4167","26469,22843",54,"24649,22853",56,"0"
"4168","26469,22843",55.5,"26675,26676",56.5,"0"
"4169","22794,22800",56.5,"25817,24531",56,"1"
"4170","22794,22800",54.5,"22709,22710",56,"0"
"4171","22794,22800",55.5,"24649,22853",55,"1"
"4172","26612,25266",54,"26675,26676",54,"1"
"4173","26612,25266",55,"27296,118",57.5,"0"
"4174","26612,25266",53.5,"8401,15644",55.5,"0"
"4175","24606,24604",57,"24735,23039",55.5,"1"
"4176","24606,24604",57.5,"24575,23046",56.5,"1"
"4177","24606,24604",57.5,"24514,24512",57,"1"
"4178","24649,22853",56.5,"8401,15644",56,"1"
"4179","24649,22853",56,"26499,26501",56,"0"
"4180","24649,22853",55,"22806,24501",55.5,"0"
"4181","24735,23039",55.5,"26981,22712",56.5,"0"
"4182","24735,23039",55,"26675,26676",55,"0"
"4183","22709,22710",57,"22738,22739",59,"0"
"4184","26982,26983",54.5,"23044,26663",55,"0"
"4185","26982,26983",55.5,"24499,26552",56,"0"
"4186","26982,26983",55,"23322,24524",55.5,"0"
"4187","26985,26984",56,"22856,24515",57,"0"
"4188","26985,26984",55.5,"25817,24531",55,"0"
"4189","26985,26984",56,"24819,26684",56,"0"
"4190","26981,22712",55.5,"24514,24512",56,"0"
"4191","26981,22712",57,"26612,25266",55.5,"1"
"4192","26981,22712",56,"24530,26500",56,"1"
"4193","26675,26676",56,"24530,26500",55.5,"0"
"4194","26675,26676",55,"16216,24593",55.5,"0"
"4195","24819,26684",55,"22794,22800",56,"0"
"4196","24819,26684",55,"23322,24524",55.5,"0"
"4197","24819,26684",56,"22875,22876",56.5,"0"
"4198","23135,26685",55,"24576,24577",56,"0"
"4199","23135,26685",55.5,"24735,23039",55,"1"
"4200","23135,26685",55,"26497,26498",56,"0"
"4201","25831,26454",55.5,"26988,26989",52.5,"1"
"4202","25831,26454",55,"26055,26665",56.5,"0"
"4203","25831,26454",54.5,"25932,25933",54,"1"
"4204","27276,27104",55,"25932,25933",54,"1"
"4205","27276,27104",55,"26538,26537",54.5,"1"
"4206","27276,27104",55,"26666,26667",55,"0"
"4207","27363,26470",53.5,"26990,26987",54,"0"
"4208","27363,26470",54.5,"27154,25370",55.5,"1"
"4209","27363,26470",54,"27662,27663",55.5,"0"
"4210","26550,24605",55.5,"27662,27663",54.5,"1"
"4211","26550,24605",55.5,"24640,27286",54,"1"
"4212","26550,24605",56,"27276,27104",55.5,"1"
"4213","27546,27033",54,"26849,26847",54,"0"
"4214","27546,27033",53,"25932,25933",54.5,"0"
"4215","24738,26746",56,"27363,26470",56,"0"
"4216","24738,26746",54,"26725,26670",53.5,"1"
"4217","24738,26746",56,"27154,25370",54,"1"
"4218","25932,25933",54,"24640,27286",54,"0"
"4219","25932,25933",55.5,"26988,26989",55.5,"1"
"4220","25932,25933",55,"26725,26670",54,"1"
"4221","26055,26665",55,"26550,24605",53.5,"1"
"4222","26055,26665",55.5,"27276,27104",55,"1"
"4223","26055,26665",56,"26538,26537",56,"1"
"4224","26666,26667",56.5,"26848,24761",55.5,"1"
"4225","26666,26667",54.5,"26849,26847",54,"1"
"4226","26666,26667",56,"27363,26470",54.5,"1"
"4227","26671,26669",54,"24738,26746",54.5,"0"
"4228","26671,26669",54.5,"26666,26667",54.5,"0"
"4229","26671,26669",54,"25831,26454",54,"0"
"4230","27154,25370",54,"26848,24761",55.5,"0"
"4231","27154,25370",55,"26671,26669",56,"0"
"4232","26725,26670",54.5,"26055,26665",55.5,"0"
"4233","26725,26670",54,"26990,26987",54,"0"
"4234","26725,26670",53,"24640,27286",55,"0"
"4235","24640,27286",55,"27154,25370",55.5,"0"
"4236","24640,27286",55,"26671,26669",56,"0"
"4237","24640,27286",59.3,"27546,27033",56,"1"
"4238","26988,26989",55,"27276,27104",55,"0"
"4239","26988,26989",54,"27662,27663",55,"0"
"4240","26988,26989",56,"24738,26746",57.5,"0"
"4241","26538,26537",55,"26666,26667",55,"1"
"4242","26538,26537",56,"25831,26454",53,"1"
"4243","26538,26537",56,"26550,24605",55.5,"1"
"4244","26990,26987",55,"26671,26669",57.5,"0"
"4245","26990,26987",53,"26848,24761",55,"0"
"4246","26848,24761",55.5,"27546,27033",55,"1"
"4247","26848,24761",56,"26550,24605",58,"0"
"4248","26848,24761",54.5,"26055,26665",54,"1"
"4249","26849,26847",56,"25831,26454",56,"0"
"4250","26849,26847",55,"24738,26746",54,"1"
"4251","26849,26847",53.5,"26990,26987",52.5,"0"
"4252","27662,27663",54,"26725,26670",54.5,"0"
"4253","27662,27663",57,"27546,27033",54,"1"
"4254","27662,27663",53,"26849,26847",56.5,"0"
"4255","26622,26625",54.5,"27630,27629",54.5,"1"
"4256","26622,26625",54,"25930,26979",54.5,"0"
"4257","27630,27629",54.5,"25244,27032",55,"0"
"4258","27630,27629",56.5,"27381,27382",56,"1"
"4259","27630,27629",56.5,"27155,26731",55.5,"1"
"4260","25244,27032",55.5,"24705,27385",52,"1"
"4261","25244,27032",56,"27491,27386",56,"1"
"4262","27547,27031",55.5,"27491,27386",53.5,"1"
"4263","27547,27031",55,"27630,27629",56,"0"
"4264","27547,27031",56,"26720,25221",55,"1"
"4265","25930,26979",55.5,"27383,27384",54,"1"
"4266","25930,26979",55,"27547,27031",55.5,"0"
"4267","25930,26979",55,"24705,27385",55,"1"
"4268","27381,27382",52.5,"27547,27031",55.5,"0"
"4269","27381,27382",52,"27155,26731",55,"0"
"4270","27381,27382",54,"25930,26979",56,"0"
"4271","27383,27384",55,"27155,26731",55.5,"0"
"4272","27383,27384",54,"25244,27032",54.5,"0"
"4273","27383,27384",56,"27547,27031",58.5,"0"
"4274","24705,27385",53.5,"26622,26625",56,"0"
"4275","24705,27385",53,"27630,27629",57,"0"
"4276","27491,27386",56,"25930,26979",57,"0"
"4277","27491,27386",54.5,"26720,25221",56,"0"
"4278","27491,27386",52,"26622,26625",53,"0"
"4279","26720,25221",55,"24705,27385",54,"1"
"4280","26720,25221",56.5,"27383,27384",54,"1"
"4281","26720,25221",56.5,"27381,27382",55,"1"
"4282","27155,26731",55,"26720,25221",55,"1"
"4283","27155,26731",57,"26622,26625",57,"1"
"4284","27155,26731",54,"25244,27032",54.5,"0"
"4285","22794,22800",0,"26456,24567",0,"1"
"4286","22875,22876",0,"24575,23046",0,"0"
"4287","26502,26496",0,"15563,8160",0,"1"
"4288","22738,22739",0,"26502,26496",0,"1"
"4289","24575,23046",0,"24606,24604",0,"0"
"4290","22794,22800",0,"26981,22712",0,"0"
"4291","22856,24515",0,"26484,24624",0,"0"
"4292","26601,26602",0,"24514,24512",0,"1"
"4293","22709,22710",0,"16216,24593",0,"1"
"4294","26499,26501",0,"26672,26483",0,"0"
"4295","27296,118",0,"22806,24501",0,"0"
"4296","22738,22739",0,"22806,24501",0,"1"
"4297","24606,24604",0,"26672,26483",0,"1"
"4298","26601,26602",0,"26484,24624",0,"0"
"4299","24606,24604",0,"26981,22712",0,"0"
"4300","26981,22712",0,"22738,22739",0,"0"
"4301","26671,26669",0,"26990,26987",0,"1"
"4302","26671,26669",0,"26055,26665",0,"1"
"4303","25831,26454",0,"26666,26667",0,"0"
"4304","24738,26746",0,"26538,26537",0,"1"
"4305","26550,24605",0,"26848,24761",0,"1"
"4306","26550,24605",0,"26671,26669",0,"1"
"4307","24738,26746",0,"26666,26667",0,"1"
"4308","24738,26746",0,"26550,24605",0,"0"
"4309","25244,27032",0,"26720,25221",0,"1"
"4310","27547,27031",0,"25930,26979",0,"0"
"4311","25244,27032",0,"25930,26979",0,"1"
"4312","26568,23008",167,"22818,26477",170,"0"
"4313","26568,23008",186,"24545,22743",191,"0"
"4314","26568,23008",174,"26473,26475",173,"1"
"4315","22818,26477",170,"26565,24612",164,"1"
"4316","22818,26477",180,"15464,26476",180,"0"
"4317","22818,26477",176,"23900,23279",171,"1"
"4318","26479,25805",180,"15751,27203",168,"1"
"4319","26479,25805",180,"26565,24612",180,"0"
"4320","26479,25805",177,"24609,24608",185,"0"
"4321","24634,26478",158,"26568,23008",162,"0"
"4322","24634,26478",175,"26471,22723",166,"1"
"4323","24634,26478",167,"24613,26680",167,"1"
"4324","26565,24612",181,"23900,23279",179,"1"
"4325","26565,24612",161,"26490,24681",146,"1"
"4326","26565,24612",176,"15751,27203",164,"1"
"4327","24609,24608",177,"26569,26570",169,"1"
"4328","24609,24608",187,"22818,26477",184,"1"
"4329","24609,24608",180,"15464,26476",182,"0"
"4330","24610,15535",186,"26571,22944",180,"1"
"4331","24610,15535",182,"26479,25805",168,"1"
"4332","24610,15535",185,"24634,26478",167,"1"
"4333","26563,15534",147,"24613,26680",150,"1"
"4334","26563,15534",166,"26473,26475",158,"1"
"4335","26563,15534",178,"22818,26477",186,"0"
"4336","24545,22743",177,"26563,15534",158,"1"
"4337","24545,22743",175,"24609,24608",182,"0"
"4338","24545,22743",194,"24610,15535",190,"1"
"4339","26473,26475",163,"24721,22881",176,"0"
"4340","26473,26475",154,"23900,23279",155,"0"
"4341","26473,26475",162,"26569,26570",169,"0"
"4342","26474,24543",159,"24609,24608",181,"0"
"4343","26474,24543",154,"24680,24682",164,"0"
"4344","26474,24543",173,"27146,8188",172,"0"
"4345","15464,26476",162,"24634,26478",157,"1"
"4346","15464,26476",167,"24610,15535",169,"1"
"4347","15464,26476",182,"26565,24612",176,"0"
"4348","26471,22723",158,"27146,8188",158,"0"
"4349","26471,22723",171,"26474,24543",175,"0"
"4350","26471,22723",155,"26490,24681",155,"0"
"4351","26569,26570",177,"26490,24681",179,"0"
"4352","26569,26570",149,"24721,22881",168,"0"
"4353","26569,26570",176,"26471,22723",176,"1"
"4354","26571,22944",182,"26474,24543",178,"1"
"4355","26571,22944",181,"26563,15534",183,"0"
"4356","26571,22944",176,"26479,25805",182,"0"
"4357","24680,24682",168,"15464,26476",172,"0"
"4358","24680,24682",176,"24634,26478",178,"0"
"4359","24680,24682",155,"26568,23008",155,"1"
"4360","23900,23279",176,"24545,22743",179,"0"
"4361","23900,23279",182,"26569,26570",178,"1"
"4362","23900,23279",157,"24721,22881",168,"0"
"4363","24721,22881",181,"24610,15535",185,"0"
"4364","24721,22881",185,"26571,22944",185,"0"
"4365","24721,22881",185,"26563,15534",184,"1"
"4366","24613,26680",176,"24680,24682",176,"1"
"4367","24613,26680",155,"15751,27203",155,"0"
"4368","24613,26680",184,"26571,22944",194,"0"
"4369","27146,8188",170,"26479,25805",177,"0"
"4370","27146,8188",155,"26568,23008",165,"0"
"4371","27146,8188",180,"24680,24682",184,"0"
"4372","26490,24681",158,"26473,26475",157,"0"
"4373","26490,24681",169,"24613,26680",170,"0"
"4374","26490,24681",179,"26474,24543",179,"1"
"4375","15751,27203",157,"26471,22723",156,"1"
"4376","15751,27203",177,"27146,8188",176,"1"
"4377","15751,27203",162,"24545,22743",165,"0"
"4378","26462,26465",174,"16505,27338",165,"1"
"4379","26462,26465",165,"26491,26492",158,"1"
"4380","26462,26465",171,"26491,26492",169,"1"
"4381","26466,26459",173,"26491,26492",170,"0"
"4382","26466,26459",165,"27279,27278",166,"0"
"4383","26466,26459",167,"26494,26493",161,"1"
"4384","26461,26460",180,"27279,27278",160,"1"
"4385","26461,26460",165,"26494,26493",164,"1"
"4386","26461,26460",144,"26564,26566",156,"0"
"4387","26564,26566",160,"26494,26493",138,"1"
"4388","26564,26566",179,"26466,26459",169,"1"
"4389","26564,26566",155,"26466,26459",155,"1"
"4390","26491,26492",175,"26564,26566",180,"0"
"4391","26491,26492",160,"26462,26465",173,"0"
"4392","26491,26492",140,"27279,27278",153,"0"
"4393","27279,27278",172,"26462,26465",179,"0"
"4394","27279,27278",160,"16505,27338",168,"0"
"4395","27279,27278",169,"26461,26460",179,"0"
"4396","16505,27338",168,"26461,26460",164,"1"
"4397","16505,27338",165,"26564,26566",173,"0"
"4398","16505,27338",176,"26462,26465",177,"0"
"4399","26494,26493",141,"26466,26459",149,"0"
"4400","26494,26493",164,"26461,26460",166,"1"
"4401","26494,26493",160,"16505,27338",175,"0"
"4402","26571,22944",0,"24609,24608",0,"0"
"4403","24721,22881",0,"24545,22743",0,"0"
"4404","24610,15535",0,"15464,26476",0,"1"
"4405","26565,24612",0,"22818,26477",0,"0"
"4406","22818,26477",0,"24609,24608",0,"0"
"4407","24610,15535",0,"24545,22743",0,"0"
"4408","24609,24608",0,"24545,22743",0,"1"
"4409","26564,26566",0,"26461,26460",0,"1"
"4410","26462,26465",0,"16505,27338",0,"1"
"4411","24962,25527",0,"25798,25797",0,"1"
"4412","27636,27638",194,"27679,27680",194,"1"
"4413","27348,27172",154.5,"27323,26156",156,"0"
"4414","27175,27351",165,"25260,25262",175,"0"
"4415","24959,23770",166,"24618,24615",169,"1"
"4416","27300,25491",150,"24869,24870",145,"1"
"4417","23496,26899",168,"27633,26177",161,"1"
"4418","23507,27163",196,"27637,26178",186,"1"
"4419","24866,24941",171,"25079,25078",161,"1"
"4420","23694,23693",170,"24865,24868",174,"0"
"4421","23723,23722",170,"23455,27062",167,"1"
"4422","27269,27270",142,"27678,27677",167,"0"
"4423","24965,18943",155,"25311,25215",172,"0"
"4424","27000,27001",156,"25147,25148",141,"1"
"4425","24326,22913",173,"27388,27387",159,"1"
"4426","23183,23189",172,"16995,24895",165,"1"
"4427","24827,24835",170,"24373,22256",178,"0"
"4428","25170,24960",171,"24830,24820",170,"1"
"4429","26939,26938",161,"23449,23451",173,"0"
"4430","27162,16783",180,"26540,24109",178,"1"
"4431","26842,26841",162,"26819,26820",177,"0"
"4432","26818,26821",187,"27741,22911",172,"1"
"4433","26815,26817",172,"26937,16777",163,"1"
"4434","25081,25305",147,"25162,27190",156,"0"
"4435","26651,18625",170,"16156,16153",165,"1"
"4436","23603,27554",145,"26914,26915",161,"0"
"4437","25150,25389",160,"23454,27467",170,"0"
"4438","25397,25396",152,"26692,26695",170,"0"
"4439","27584,27583",171,"1397,7787",170,"1"
"4440","26529,26528",183,"27379,27380",165,"1"
"4441","27305,27059",163,"27552,27553",157,"1"
"4442","25299,23721",173,"26530,26652",174,"0"
"4443","26039,26953",165,"27096,27098",175,"0"
"4444","25434,25431",196,"27179,27060",188,"1"
"4445","27191,27192",140,"27366,27367",140,"1"
"4446","26918,26909",165,"27217,27664",157,"1"
"4447","27676,27466",182,"27295,27294",170,"1"
"4448","26908,27030",170,"26688,26689",167,"1"
"4449","27171,27173",188,"25440,25799",190,"0"
"4450","27328,25433",180,"26900,27127",174,"1"
"4451","26956,26957",172,"27063,27103",171,"1"
"4452","25039,26783",171,"27468,27372",151,"1"
"4453","26912,26913",196,"27123,27124",156,"1"
"4454","25409,27322",181,"26905,26901",171,"1"
"4455","26784,26785",170,"27268,27166",155,"1"
"4456","26185,27748",165,"26950,26948",185,"0"
"4457","26922,26916",169,"25394,25390",160,"1"
"4458","4517,24039",175,"25860,26690",165,"1"
"4459","25776,26186",142,"25427,27326",162,"0"
"4460","27331,27332",162,"27188,27187",166,"0"
"4461","27324,27325",179,"27347,27352",170,"1"
"4462","27193,27194",153,"26686,26691",161,"1"
"4463","27121,27120",145,"27682,27681",125,"1"
"4464","27468,27372",158,"27324,27325",170,"0"
"4465","27063,27103",133,"27348,27172",136,"0"
"4466","27323,26156",183,"27269,27270",181,"1"
"4467","27678,27677",162,"26956,26957",172,"0"
"4468","27682,27681",158,"23603,27554",160,"0"
"4469","27179,27060",0,"26185,27748",0,"1"
"4470","26900,27127",173,"27305,27059",172,"1"
"4471","27217,27664",166,"27193,27194",168,"0"
"4472","25860,26690",170,"27676,27466",157,"1"
"4473","26688,26689",169,"25776,26186",167,"1"
"4474","26914,26915",180,"27121,27120",177,"0"
"4475","27123,27124",162,"25299,23721",189,"0"
"4476","27268,27166",174,"26039,26953",179,"0"
"4477","27552,27553",135,"27328,25433",171,"0"
"4478","27366,27367",146,"26784,26785",173,"0"
"4479","27295,27294",171,"4517,24039",179,"0"
"4480","25440,25799",165,"27331,27332",145,"1"
"4481","27347,27352",150,"25039,26783",180,"0"
"4482","25427,27326",182,"26908,27030",183.5,"0"
"4483","26905,26901",140.5,"25434,25431",145.5,"0"
"4484","26950,26948",160,"26529,26528",166,"0"
"4485","1397,7787",151,"25081,25305",147,"1"
"4486","27096,27098",178,"25397,25396",158,"1"
"4487","27679,27680",162,"26922,26916",142,"0"
"4488","27188,27187",178,"27171,27173",172,"1"
"4489","26530,26652",177,"25409,27322",179,"1"
"4490","26686,26691",150,"26918,26909",166,"0"
"4491","25311,25215",193,"26842,26841",197,"0"
"4492","27379,27380",176,"26912,26913",181,"1"
"4493","25394,25390",165,"27191,27192",167,"0"
"4494","25798,25797",164,"27162,16783",164,"0"
"4495","27388,27387",172,"25170,24960",171,"0"
"4496","24373,22256",177,"23183,23189",177,"1"
"4497","23449,23451",170,"24965,18943",150,"1"
"4498","26819,26820",171,"27000,27001",169,"1"
"4499","16156,16153",149,"25171,25590",145,"1"
"4500","23454,27467",168,"26818,26821",184,"0"
"4501","25147,25148",150,"26939,26938",156,"0"
"4502","16995,24895",158,"24827,24835",160,"0"
"4503","24830,24820",160,"24326,22913",166,"0"
"4504","26540,24109",155,"24962,25527",153,"0"
"4505","27633,26177",150,"23507,27163",167,"1"
"4506","26692,26695",174,"27584,27583",145,"1"
"4507","26937,16777",181,"26651,18625",175,"1"
"4508","27741,22911",184,"25150,25389",172,"1"
"4509","25079,25078",158,"27175,27351",160,"0"
"4510","25162,27190",148,"27636,27638",133,"1"
"4511","23455,27062",160,"27300,25491",165,"0"
"4512","24618,24615",165,"26954,26955",166,"0"
"4513","24865,24868",160,"24959,23770",150,"1"
"4514","27637,26178",173,"24866,24941",183,"0"
"4515","24869,24870",172,"23496,26899",172,"1"
"4516","25260,25262",170,"23723,23722",159,"1"
"4517","27676,27466",170,"26688,26689",182,"0"
"4518","25427,27326",181,"26039,26953",172,"1"
"4519","26950,26948",172,"26900,27127",159,"1"
"4520","25299,23721",178,"25409,27322",176,"1"
"4521","27379,27380",175,"26914,26915",183,"0"
"4522","26912,26913",183,"25162,27190",177,"1"
"4523","26922,26916",165,"27191,27192",164.5,"1"
"4524","27193,27194",165,"27121,27120",175,"0"
"4525","25434,25431",152,"26784,26785",169,"0"
"4526","27188,27187",140,"26956,26957",140,"1"
"4527","27305,27059",172,"25860,26690",160,"0"
"4528","27323,26156",180,"26918,26909",185,"0"
"4529","27123,27124",161,"27347,27352",165,"0"
"4530","26185,27748",174,"27682,27681",171,"1"
"4531","23723,23722",197,"23496,26899",187,"1"
"4532","27552,27553",175,"27366,27367",178,"0"
"4533","26692,26695",162,"26529,26528",170,"0"
"4534","27468,27372",159,"27331,27332",158,"0"
"4535","25081,25305",183,"27063,27103",176,"1"
"4536","26905,26901",172,"26686,26691",178,"0"
"4537","27678,27677",183,"27636,27638",174,"1"
"4538","27269,27270",146,"27217,27664",162,"0"
"4539","25394,25390",141,"27268,27166",125,"1"
"4540","27679,27680",172,"27295,27294",155,"1"
"4541","27171,27173",175,"27179,27060",173,"1"
"4542","27584,27583",156,"27348,27172",160,"0"
"4543","23603,27554",164,"1397,7787",169,"0"
"4544","25776,26186",191,"25397,25396",197,"0"
"4545","26937,16777",179,"23454,27467",153,"1"
"4546","24373,22256",195,"26818,26821",191,"1"
"4547","26819,26820",168,"27162,16783",159,"1"
"4548","24326,22913",177,"23449,23451",183,"0"
"4549","25170,24960",169,"26815,26817",176,"0"
"4550","25311,25215",146,"24962,25527",146,"1"
"4551","27633,26177",167,"24959,23770",170,"0"
"4552","26651,18625",170,"23183,23189",162,"1"
"4553","26530,26652",167,"27324,27325",167,"0"
"4554","27000,27001",172,"24827,24835",172,"0"
"4555","26939,26938",170,"16156,16153",166,"1"
"4556","26540,24109",166,"25171,25590",151,"1"
"4557","25150,25389",141,"27388,27387",156,"0"
"4558","26908,27030",157,"27096,27098",156,"1"
"4559","26842,26841",167,"27741,22911",169,"0"
"4560","25039,26783",175,"27328,25433",160,"1"
"4561","16995,24895",163,"24830,24820",159,"0"
"4562","4517,24039",170,"25440,25799",178,"0"
"4563","23455,27062",155,"24618,24615",155,"1"
"4564","27175,27351",170,"24869,24870",162,"1"
"4565","26954,26955",173,"23507,27163",173,"1"
"4566","27300,25491",150,"24865,24868",159,"0"
"4567","24866,24941",166,"25260,25262",174,"0"
"4568","24965,18943",166,"25798,25797",168,"1"
"4569","23694,23693",169,"27637,26178",152,"1"
"4570","24865,24868",171,"27633,26177",160,"1"
"4571","25171,25590",171,"26937,16777",182,"0"
"4572","27637,26178",162,"26954,26955",174,"0"
"4573","23507,27163",173.5,"25079,25078",173,"1"
"4574","24618,24615",174,"27175,27351",175,"0"
"4575","23496,26899",143,"23694,23693",150,"0"
"4576","26815,26817",165,"24373,22256",166,"0"
"4577","24959,23770",179,"24866,24941",172,"1"
"4578","25260,25262",181,"27300,25491",177,"1"
"4579","24869,24870",173,"23723,23722",177,"0"
"4580","26039,26953",184,"23603,27554",180,"1"
"4581","26688,26689",170,"26950,26948",172,"0"
"4582","1397,7787",177,"26530,26652",177,"0"
"4583","25860,26690",198,"27323,26156",195,"1"
"4584","27191,27192",146,"4517,24039",153,"0"
"4585","25162,27190",167,"25427,27326",169,"0"
"4586","27348,27172",158,"26912,26913",168,"0"
"4587","25409,27322",159,"25081,25305",155,"1"
"4588","27636,27638",142,"27584,27583",135,"0"
"4589","27328,25433",173,"26692,26695",177,"0"
"4590","27179,27060",171,"25394,25390",150,"1"
"4591","27347,27352",155,"27676,27466",173,"0"
"4592","27217,27664",168,"26905,26901",164,"0"
"4593","25397,25396",148,"27379,27380",144,"1"
"4594","27331,27332",158,"27123,27124",155,"1"
"4595","27366,27367",170,"25776,26186",168,"0"
"4596","27063,27103",188,"27269,27270",173,"1"
"4597","27682,27681",172,"27468,27372",173,"0"
"4598","27295,27294",141,"27171,27173",162,"0"
"4599","27268,27166",145,"27679,27680",150,"0"
"4600","23449,23451",186,"26819,26820",188,"0"
"4601","26900,27127",149,"27552,27553",135,"1"
"4602","24830,24820",179,"26842,26841",173,"1"
"4603","24962,25527",174,"24326,22913",183,"0"
"4604","26686,26691",172,"27305,27059",159,"1"
"4605","26956,26957",181,"27193,27194",177,"1"
"4606","24827,24835",171,"25311,25215",167,"1"
"4607","27162,16783",150,"25170,24960",150,"1"
"4608","27741,22911",179,"26651,18625",179,"1"
"4609","27388,27387",164,"27000,27001",168,"0"
"4610","16156,16153",168,"26540,24109",162,"1"
"4611","23454,27467",155,"24965,18943",147,"1"
"4612","23183,23189",177,"25147,25148",170,"1"
"4613","26529,26528",155,"27678,27677",175,"0"
"4614","26914,26915",181,"25434,25431",175,"1"
"4615","26818,26821",175,"26939,26938",157,"1"
"4616","25798,25797",181,"16995,24895",176,"1"
"4617","26784,26785",165,"25299,23721",167,"1"
"4618","27324,27325",179,"26908,27030",183,"0"
"4619","26918,26909",158,"25039,26783",169,"0"
"4620","27121,27120",160,"27188,27187",160,"1"
"4621","27096,27098",166,"26185,27748",150,"1"
"4622","25440,25799",182,"26922,26916",166,"1"
"4623","26688,26689",170,"27193,27194",156,"1"
"4624","27379,27380",166,"27268,27166",159,"1"
"4625","26686,26691",194,"1397,7787",197,"0"
"4626","25776,26186",165,"27636,27638",156,"1"
"4627","27063,27103",182,"25394,25390",172,"1"
"4628","25434,25431",183,"27676,27466",181,"1"
"4629","27179,27060",182,"26900,27127",170,"1"
"4630","27171,27173",157,"27331,27332",156,"1"
"4631","26185,27748",157,"27305,27059",168,"0"
"4632","24869,24870",160,"27633,26177",163,"0"
"4633","27348,27172",173,"26039,26953",153,"1"
"4634","25299,23721",172,"27191,27192",176,"0"
"4635","25162,27190",173,"27328,25433",174,"1"
"4636","26905,26901",155,"27366,27367",154,"0"
"4637","27468,27372",152,"27217,27664",152,"0"
"4638","23603,27554",160,"27347,27352",163,"0"
"4639","27295,27294",168,"27682,27681",167,"0"
"4640","24865,24868",142,"25260,25262",162,"0"
"4641","26954,26955",161,"23694,23693",167,"0"
"4642","23455,27062",148,"27175,27351",153,"0"
"4643","24959,23770",177,"23723,23722",175,"1"
"4644","23496,26899",170,"27300,25491",172,"0"
"4645","25079,25078",155,"27637,26178",140,"1"
"4646","25397,25396",180,"25409,27322",185,"0"
"4647","27269,27270",154,"27552,27553",150,"1"
"4648","24866,24941",182,"23507,27163",172,"1"
"4649","23183,23189",176,"24962,25527",171,"1"
"4650","27323,26156",161,"27584,27583",163,"0"
"4651","25081,25305",165,"27123,27124",145,"1"
"4652","26819,26820",180,"24373,22256",178,"1"
"4653","26818,26821",179,"27162,16783",175,"1"
"4654","24827,24835",169,"26937,16777",176,"0"
"4655","23449,23451",173,"27741,22911",169,"1"
"4656","26939,26938",164,"26651,18625",170,"0"
"4657","25170,24960",167,"16156,16153",163,"1"
"4658","23454,27467",160,"25311,25215",162,"1"
"4659","27000,27001",173,"24830,24820",172,"1"
"4660","25147,25148",174,"26842,26841",176,"0"
"4661","25798,25797",166,"25171,25590",157,"1"
"4662","25150,25389",169,"26540,24109",173,"0"
"4663","26692,26695",185,"26956,26957",178,"1"
"4664","26815,26817",175,"24326,22913",167,"1"
"4665","27096,27098",167,"27678,27677",183,"0"
"4666","27388,27387",172,"24965,18943",170,"1"
"4667","26529,26528",176,"4517,24039",182,"0"
"4668","26918,26909",183,"25427,27326",179,"1"
"4669","26530,26652",161,"26922,26916",165,"0"
"4670","27679,27680",161,"26914,26915",178,"0"
"4671","26912,26913",191,"27188,27187",184,"1"
"4672","26950,26948",178,"25039,26783",181,"0"
"4673","26908,27030",170,"26784,26785",170,"1"
"4674","27121,27120",175,"25440,25799",176,"0"
"4675","27324,27325",160,"25860,26690",160,"0"
"4676","27162,16783",165,"27000,27001",160,"1"
"4677","27637,26178",159,"23496,26899",165,"0"
"4678","25171,25590",140,"25150,25389",140,"0"
"4679","24830,24820",175,"23454,27467",170,"1"
"4680","24962,25527",153,"24827,24835",160,"0"
"4681","25311,25215",161,"27388,27387",175,"0"
"4682","26540,24109",179,"25798,25797",178,"1"
"4683","24965,18943",90,"25147,25148",178,"0"
"4684","25260,25262",187,"26954,26955",180,"1"
"4685","27175,27351",180.5,"24865,24868",178.5,"0"
"4686","23694,23693",169,"24959,23770",164,"0"
"4687","23723,23722",165,"25079,25078",150,"1"
"4688","27633,26177",177,"23455,27062",162,"0"
"4689","23507,27163",189,"24618,24615",188,"1"
"4690","16156,16153",167,"23183,23189",169,"0"
"4691","26651,18625",147,"25170,24960",150,"1"
"4692","27300,25491",160,"24866,24941",165,"0"
"4693","24373,22256",175,"23449,23451",172,"1"
"4694","26937,16777",170,"26818,26821",178,"0"
"4695","24326,22913",182,"26819,26820",182,"1"
"4696","26842,26841",176,"16995,24895",175,"1"
"4697","27741,22911",168,"26815,26817",180,"0"
"4698","27096,27098",0,"4517,24039",0,"1"
"4699","27584,27583",0,"25039,26783",0,"0"
"4700","26908,27030",0,"27348,27172",0,"0"
"4701","26912,26913",0,"27191,27192",0,"1"
"4702","27678,27677",0,"27188,27187",0,"0"
"4703","26692,26695",0,"27171,27173",0,"1"
"4704","27121,27120",0,"25434,25431",0,"0"
"4705","26784,26785",0,"26529,26528",0,"1"
