"","aff","aff_speaks","neg","neg_speaks","win"
"1135","26914,26915",54.1,"25342,26964",50.5,"1"
"1136","29176,29175",47,"28376,29091",53,"0"
"1137","27931,28909",56.3,"29177,26923",57.7,"0"
"1138","29163,29162",54.9,"29456,29455",54.5,"1"
"1139","29533,29534",51.3,"29206,29201",54.8,"0"
"1140","29041,28327",53.8,"29092,29093",56,"0"
"1141","29169,29170",54,"29360,26769",55,"0"
"1142","29161,29160",54.5,"29027,29026",53.1,"1"
"1143","28836,28837",55.5,"29205,29202",55.2,"1"
"1144","29159,29158",54.6,"29204,29209",56.2,"0"
"1145","29052,26965",52.5,"29210,29208",54.5,"0"
"1146","25195,29443",55.2,"24552,24546",55.4,"0"
"1147","26780,28806",56.1,"26529,26652",53.8,"1"
"1148","24186,28854",54.3,"24326,22913",56.3,"1"
"1149","22911,26783",55.8,"24865,26689",54.6,"1"
"1150","27096,26785",54.2,"26482,24554",55.7,"0"
"1151","26436,26434",55.3,"25210,29132",52.9,"1"
"1152","23099,26972",53.7,"26784,24895",54.3,"0"
"1153","29325,24918",54.5,"24830,24820",55.5,"0"
"1154","24826,23190",54.5,"25211,27195",55.5,"0"
"1155","26762,29051",54.1,"26911,26916",56.1,"0"
"1156","29456,29455",54,"29533,29534",51.5,"1"
"1157","29204,29209",54.5,"29052,26965",52.5,"1"
"1158","29205,29202",54.1,"29176,29175",53.3,"1"
"1159","29027,29026",56.5,"29053,26961",54.5,"1"
"1160","29210,29208",56.3,"29159,29158",56.8,"0"
"1161","29357,29355",55.5,"29161,29160",55,"1"
"1162","29206,29201",54.7,"29041,28327",54.8,"0"
"1163","29360,26769",50.7,"29163,29162",55.1,"0"
"1164","28099,28055",55.8,"28836,28837",54.3,"1"
"1165","28376,29091",55.3,"29172,29171",54.5,"0"
"1166","26482,24554",55.9,"22911,26783",56.6,"1"
"1167","29092,29093",53,"29169,29170",47,"1"
"1168","27369,25557",53.7,"26762,29051",54.1,"1"
"1169","24326,22913",57,"24826,23190",55.1,"1"
"1170","26784,24895",55.3,"26780,28806",57.3,"0"
"1171","24552,24546",55.3,"23099,26972",55.2,"0"
"1172","26529,26652",50.9,"25195,29443",52.9,"0"
"1173","24865,26689",53,"24186,28854",56.2,"0"
"1174","25210,29132",51.5,"27096,26785",55.5,"0"
"1175","25342,26964",54,"27075,29536",55.5,"0"
"1176","24830,24820",56.6,"26436,26434",56.5,"1"
"1177","25211,27195",54.9,"29325,24918",54.5,"1"
"1178","29165,29166",53.5,"29550,29324",54.2,"0"
"1179","26866,26864",54.7,"28831,25016",54.2,"1"
"1180","24985,24990",55.5,"27931,28909",55.5,"1"
"1181","27042,28838",54.5,"26914,26915",57.5,"0"
"1182","26198,26504",55.5,"26691,29211",54.1,"1"
"1183","26911,26916",54.9,"24870,26693",54.5,"1"
"1184","29177,26923",55.1,"28862,25601",54.3,"1"
"1185","28099,28055",56.5,"29027,29026",54.5,"1"
"1186","26784,24895",55,"25195,29443",55.8,"0"
"1187","26482,24554",54.3,"24186,28854",53.6,"1"
"1188","24326,22913",57.3,"25211,27195",55.5,"1"
"1189","22911,26783",56.5,"26436,26434",54.5,"1"
"1190","27096,26785",55.2,"24552,24546",57.2,"1"
"1191","24830,24820",56.9,"26780,28806",57.3,"0"
"1192","24826,23190",54.8,"23099,26972",54.9,"0"
"1193","29325,24918",53.7,"24865,26689",56.5,"0"
"1194","25210,29132",54.5,"26529,26652",55.9,"0"
"1195","29161,29160",56.7,"29210,29208",55.3,"1"
"1196","29159,29158",54.5,"29092,29093",56.3,"0"
"1197","29163,29162",54.9,"28836,28837",54.1,"1"
"1198","26762,29051",54.5,"28862,25601",52.5,"1"
"1199","29204,29209",53.9,"29357,29355",54.3,"0"
"1200","29206,29201",53.3,"29172,29171",54.5,"0"
"1201","27042,28838",54.7,"24870,26693",55.1,"0"
"1202","26866,26864",54.4,"29177,26923",54.9,"0"
"1203","26914,26915",55.8,"29550,29324",53,"1"
"1204","24985,24990",54,"26911,26916",53.5,"1"
"1205","27369,25557",55.2,"26198,26504",54.9,"0"
"1206","27075,29536",54.1,"26691,29211",54.5,"0"
"1207","25342,26964",55.7,"29165,29166",55,"1"
"1208","28831,25016",54.7,"27931,28909",53.3,"1"
"1209","29041,28327",55.4,"29205,29202",56.4,"0"
"1210","29533,29534",54.2,"29169,29170",54.4,"0"
"1211","29052,26965",56,"29176,29175",53.5,"0"
"1212","29053,26961",54.5,"29360,26769",55.6,"0"
"1213","29456,29455",54.4,"28376,29091",55.1,"0"
"1214","26529,26652",54.1,"29325,24918",54.1,"0"
"1215","28836,28837",54.8,"29204,29209",55.7,"0"
"1216","29357,29355",52.1,"29206,29201",52.1,"0"
"1217","29092,29093",54.7,"29163,29162",53.7,"1"
"1218","27931,28909",54.5,"26762,29051",54.9,"1"
"1219","26780,28806",56,"26482,24554",55.1,"1"
"1220","29205,29202",56.5,"29456,29455",55,"1"
"1221","26691,29211",52.5,"26866,26864",54.5,"0"
"1222","29550,29324",57.2,"27369,25557",57.7,"0"
"1223","29177,26923",54.1,"24985,24990",54.7,"0"
"1224","29165,29166",49,"27075,29536",53,"0"
"1225","26911,26916",56.5,"28831,25016",54.6,"1"
"1226","26198,26504",54.7,"25342,26964",53.7,"1"
"1227","28862,25601",54.8,"27042,28838",54.2,"1"
"1228","24865,26689",55.5,"24826,23190",55.3,"1"
"1229","25211,27195",53,"24830,24820",56.5,"0"
"1230","24186,28854",54.9,"22911,26783",57.8,"0"
"1231","26436,26434",56.1,"27096,26785",54.6,"1"
"1232","24552,24546",56.5,"26784,24895",56,"1"
"1233","23099,26972",55.4,"24326,22913",57.1,"0"
"1234","25195,29443",55,"25210,29132",51,"1"
"1235","24870,26693",54.1,"26914,26915",57,"0"
"1236","29172,29171",55,"29041,28327",55,"0"
"1237","29027,29026",54.8,"29159,29158",54.8,"1"
"1238","28376,29091",56.5,"29161,29160",54.5,"1"
"1239","29360,26769",53.5,"28099,28055",55.5,"0"
"1240","29169,29170",52.9,"29052,26965",52.9,"0"
"1241","29176,29175",54.4,"29053,26961",53.8,"1"
"1242","29210,29208",55.1,"29533,29534",54.5,"1"
"1243","26784,24895",54.5,"29325,24918",52.5,"1"
"1244","28831,25016",55,"28862,25601",53.7,"1"
"1245","26691,29211",55.9,"29550,29324",55.5,"1"
"1246","24870,26693",53.1,"26762,29051",53.5,"0"
"1247","25195,29443",56.4,"26780,28806",58,"0"
"1248","24326,22913",58.1,"26482,24554",57.3,"1"
"1249","24830,24820",55.3,"22911,26783",57.9,"1"
"1250","24552,24546",54.6,"26529,26652",54.1,"1"
"1251","23099,26972",55.5,"26436,26434",54.4,"1"
"1252","27369,25557",52.6,"29177,26923",54.4,"0"
"1253","27096,26785",54.8,"24865,26689",54.3,"1"
"1254","27931,28909",54.3,"25342,26964",54.7,"1"
"1255","25210,29132",51,"24826,23190",55.5,"0"
"1256","25211,27195",55.7,"24186,28854",54.8,"1"
"1257","29357,29355",54.6,"28099,28055",55.5,"0"
"1258","29204,29209",54.3,"29092,29093",54.6,"0"
"1259","27042,28838",54.5,"29165,29166",52.5,"1"
"1260","29205,29202",51.8,"29360,26769",52.1,"0"
"1261","26198,26504",56.5,"26866,26864",54.5,"1"
"1262","28376,29091",57.5,"29163,29162",57.1,"1"
"1263","29176,29175",54.5,"29210,29208",56.5,"0"
"1264","29041,28327",54.1,"29169,29170",54.1,"1"
"1265","29206,29201",56.4,"29161,29160",56.3,"1"
"1266","29052,26965",55.9,"29159,29158",56.5,"0"
"1267","28836,28837",54.5,"29456,29455",52.5,"1"
"1268","29533,29534",52.5,"29053,26961",53,"0"
"1269","26914,26915",56.3,"24985,24990",55.9,"1"
"1270","29027,29026",54.5,"29172,29171",56.5,"0"
"1271","27075,29536",52.5,"26911,26916",54.7,"0"
"1272","29159,29158",54.6,"29206,29201",54.1,"1"
"1273","28862,25601",50.5,"27931,28909",50.5,"1"
"1274","25342,26964",55,"27042,28838",51,"1"
"1275","29165,29166",52.5,"24870,26693",55,"1"
"1276","29210,29208",52.7,"28376,29091",52.7,"0"
"1277","28099,28055",57.8,"29176,29175",54.1,"1"
"1278","29172,29171",54.2,"29204,29209",51.1,"1"
"1279","29456,29455",55.6,"29052,26965",54.3,"1"
"1280","29161,29160",55.1,"29041,28327",54.4,"1"
"1281","29053,26961",53.5,"28836,28837",53.9,"0"
"1282","29169,29170",54.4,"29027,29026",54.6,"0"
"1283","29092,29093",56.8,"29205,29202",57,"0"
"1284","29550,29324",54.5,"27075,29536",56.5,"0"
"1285","29163,29162",55.8,"29357,29355",55.1,"1"
"1286","24865,26689",54.9,"24326,22913",56.8,"0"
"1287","26866,26864",54.5,"27369,25557",52.5,"1"
"1288","29360,26769",56.1,"29533,29534",50.1,"1"
"1289","26780,28806",55.6,"27096,26785",54.2,"1"
"1290","24186,28854",56.1,"24830,24820",56.8,"0"
"1291","22911,26783",56.9,"24552,24546",56.2,"1"
"1292","26482,24554",56.9,"25211,27195",55.9,"1"
"1293","26436,26434",56.5,"25195,29443",56.5,"0"
"1294","29325,24918",42.4,"25210,29132",54.8,"1"
"1295","26529,26652",54.9,"23099,26972",55.4,"0"
"1296","26911,26916",56.1,"26198,26504",55.5,"1"
"1297","29177,26923",55.3,"28831,25016",54.4,"1"
"1298","24985,24990",55,"26691,29211",54.9,"1"
"1299","24826,23190",56.7,"26784,24895",57.5,"0"
"1300","26762,29051",53.9,"26914,26915",56.9,"0"
"1301","28831,25016",0,"27075,29536",0,"0"
"1302","24552,24546",0,"25211,27195",0,"1"
"1303","29210,29208",0,"29161,29160",0,"0"
"1304","29159,29158",0,"29360,26769",0,"0"
"1305","29357,29355",0,"29172,29171",0,"0"
"1306","29205,29202",0,"29163,29162",0,"1"
"1307","24552,24546",0,"26780,28806",0,"0"
"1308","26914,26915",0,"27075,29536",0,"1"
"1309","22911,26783",0,"26482,24554",0,"0"
"1310","25195,29443",0,"24830,24820",0,"0"
"1311","24326,22913",0,"23099,26972",0,"1"
"1312","24985,24990",0,"26198,26504",0,"1"
"1313","26911,26916",0,"26691,29211",0,"1"
"1314","29172,29171",0,"28376,29091",0,"1"
"1315","29092,29093",0,"29360,26769",0,"0"
"1316","28099,28055",0,"29161,29160",0,"1"
"1317","29177,26923",0,"26866,26864",0,"1"
"1318","29172,29171",0,"29360,26769",0,"0"
"1319","24985,24990",0,"26914,26915",0,"0"
"1320","26482,24554",0,"26780,28806",0,"0"
"1321","24830,24820",0,"24326,22913",0,"0"
"1322","29360,26769",0,"28099,28055",0,"1"
"1323","24326,22913",0,"26780,28806",0,"0"
"1324","26625,29365",55,"29119,29120",56,"0"
"1325","22875,26483",56.4,"26667,29137",55.1,"1"
"1326","27547,27031",52.5,"29122,29372",54.9,"0"
"1327","29194,29200",56.4,"29071,26669",56.1,"1"
"1328","29195,29198",54.5,"24629,26629",55.5,"0"
"1329","25933,26979",54,"29236,29240",54,"0"
"1330","29260,29259",55.5,"26623,28995",53.5,"1"
"1331","29261,29258",56,"26556,29197",55.5,"1"
"1332","29072,29073",55,"29193,25930",54,"1"
"1333","28944,27032",56.5,"29362,29361",54.2,"1"
"1334","26672,22876",56.2,"29414,29415",55.4,"1"
"1335","26985,26983",56.5,"26604,26602",56.5,"1"
"1336","29237,29241",54.5,"26671,29075",54.3,"1"
"1337","29121,95",55.4,"29233,26982",57,"0"
"1338","28906,28907",55,"26990,29238",53.5,"1"
"1339","29257,29256",54.2,"28952,22839",54.8,"0"
"1340","29042,29136",55,"24725,29078",56,"0"
"1341","24649,29125",56.2,"26627,28997",57,"0"
"1342","25837,27104",54,"22806,24501",56.5,"0"
"1343","26601,26599",56.6,"22877,15762",55.9,"1"
"1344","24577,26663",55.5,"24606,26550",55.5,"0"
"1345","24896,28852",55,"22941,25863",54.5,"1"
"1346","22795,22398",55.8,"26552,22804",56,"1"
"1347","8150,24515",56,"24738,26746",55,"1"
"1348","28940,28941",55.3,"26678,26679",55.1,"1"
"1349","27296,8171",56.5,"29118,26603",55,"1"
"1350","24540,22838",55,"22808,28908",55,"1"
"1351","26055,28844",54.5,"24576,24575",56,"0"
"1352","23322,24524",55,"28939,29126",54.5,"1"
"1353","29122,29372",54.9,"29072,29073",54.7,"1"
"1354","26671,29075",54,"29042,29136",53,"1"
"1355","29414,29415",57,"22875,26483",28.7,"1"
"1356","29362,29361",53.5,"27547,27031",54.5,"0"
"1357","29193,25930",54.2,"28944,27032",55,"0"
"1358","29236,29240",56.1,"29260,29259",57.1,"0"
"1359","29071,26669",56,"29257,29256",54,"1"
"1360","29119,29120",54.5,"29194,29200",54.5,"1"
"1361","28952,22839",54.5,"29195,29198",54.5,"1"
"1362","24629,26629",55.5,"29261,29258",55.5,"1"
"1363","26627,28997",54,"24577,26663",55,"0"
"1364","26556,29197",54.5,"29074,25238",54.5,"1"
"1365","28939,29126",55,"24896,28852",57,"0"
"1366","26623,28995",56.9,"25933,26979",56.7,"1"
"1367","22806,24501",56.5,"29237,29241",55.5,"1"
"1368","26604,26602",55.6,"28906,28907",55.6,"0"
"1369","24725,29078",55.5,"26672,22876",55,"1"
"1370","24576,24575",55.7,"25837,27104",55.7,"0"
"1371","24606,26550",55.9,"26055,28844",55,"1"
"1372","26552,22804",55.8,"24649,29125",55.4,"1"
"1373","26678,26679",56,"27296,8171",56.5,"1"
"1374","22808,28908",54.5,"8150,24515",57.9,"0"
"1375","26667,29137",54.5,"29121,95",55.5,"0"
"1376","26990,29238",54.2,"23322,24524",55.1,"0"
"1377","22877,15762",55.3,"26985,26983",56,"0"
"1378","22941,25863",55.8,"24540,22838",57.7,"0"
"1379","24738,26746",54,"28940,28941",55.5,"0"
"1380","29118,26603",55.8,"22795,22398",54.5,"1"
"1381","29233,26982",55.5,"26601,26599",58,"0"
"1382","29074,25238",55.5,"29195,29198",55.1,"1"
"1383","26667,29137",54.5,"28939,29126",54.9,"0"
"1384","26055,28844",54.4,"22808,28908",53.8,"1"
"1385","29260,29259",57.1,"28952,22839",56.3,"1"
"1386","29122,29372",55.6,"28944,27032",55.4,"1"
"1387","24629,26629",55.5,"29119,29120",56.5,"0"
"1388","26625,29365",54,"29071,26669",55.5,"0"
"1389","27547,27031",54.4,"29194,29200",54.9,"0"
"1390","26623,28995",54,"29072,29073",54,"1"
"1391","29193,25930",56,"29261,29258",57,"1"
"1392","25933,26979",55.5,"29257,29256",55.9,"0"
"1393","24738,26746",55.6,"22941,25863",55.3,"1"
"1394","24540,22838",57,"28906,28907",55.5,"1"
"1395","26556,29197",52.5,"29236,29240",55,"0"
"1396","26671,29075",53.5,"27296,8171",57,"0"
"1397","22877,15762",55,"29042,29136",55.2,"0"
"1398","24896,28852",55.5,"24725,29078",56.3,"0"
"1399","28940,28941",55.6,"22806,24501",55.9,"0"
"1400","22875,26483",55.5,"26601,26599",55.5,"0"
"1401","8150,24515",56.4,"23322,24524",55.6,"1"
"1402","29233,26982",56,"25837,27104",55.5,"0"
"1403","29237,29241",54.5,"29414,29415",56,"0"
"1404","26552,22804",55.7,"24577,26663",56.3,"0"
"1405","22795,22398",56.5,"24576,24575",56.5,"1"
"1406","24649,29125",56.5,"29118,26603",56.5,"1"
"1407","29121,95",54.9,"26672,22876",55.3,"0"
"1408","26678,26679",56.3,"26627,28997",54,"1"
"1409","26990,29238",54.8,"26604,26602",55.8,"0"
"1410","24606,26550",55,"26985,26983",54.5,"0"
"1411","28939,29126",55,"26055,28844",54.7,"0"
"1412","29042,29136",54.8,"24649,29125",56.7,"0"
"1413","28944,27032",54.5,"24629,26629",54.5,"0"
"1414","29119,29120",56,"29260,29259",56,"1"
"1415","29195,29198",55,"29362,29361",54.1,"1"
"1416","29261,29258",55.5,"29074,25238",55,"0"
"1417","29071,26669",55,"27547,27031",55,"1"
"1418","29236,29240",54,"26623,28995",55,"0"
"1419","29072,29073",55,"25933,26979",55.4,"1"
"1420","22808,28908",55.7,"22877,15762",54.8,"1"
"1421","29194,29200",56.1,"26625,29365",54.9,"1"
"1422","29118,26603",55.9,"26678,26679",56,"0"
"1423","29257,29256",55,"26556,29197",54,"1"
"1424","28952,22839",55.7,"29122,29372",55.7,"0"
"1425","24725,29078",57.5,"28940,28941",56.5,"1"
"1426","26601,26599",56.5,"26671,29075",56,"1"
"1427","26627,28997",54,"29233,26982",56.5,"0"
"1428","26985,26983",56.7,"24540,22838",57.1,"1"
"1429","22941,25863",55,"26990,29238",55.5,"0"
"1430","28906,28907",55.8,"8150,24515",56.3,"0"
"1431","23322,24524",55.4,"24606,26550",56,"0"
"1432","24576,24575",56.1,"26667,29137",54.7,"1"
"1433","29414,29415",55.5,"22795,22398",56.5,"0"
"1434","26672,22876",56.3,"29237,29241",54.8,"1"
"1435","24577,26663",56.3,"29121,95",55.2,"1"
"1436","25837,27104",54.4,"26552,22804",56.6,"0"
"1437","26604,26602",54.5,"24738,26746",54,"1"
"1438","27296,8171",56.5,"22875,26483",56.5,"0"
"1439","22806,24501",57.1,"24896,28852",55.9,"1"
"1440","26552,22804",56.6,"29414,29415",55.6,"1"
"1441","22875,26483",56.2,"24576,24575",56.5,"0"
"1442","27296,8171",56,"24606,26550",56.2,"0"
"1443","24577,26663",56.5,"26672,22876",56.5,"0"
"1444","26678,26679",57.3,"22795,22398",56,"1"
"1445","24725,29078",55.9,"24540,22838",57,"0"
"1446","26601,26599",57,"22806,24501",57.5,"1"
"1447","26985,26983",56,"8150,24515",55.8,"1"
"1448","29236,29240",56.3,"29193,25930",55.5,"1"
"1449","24649,29125",55.5,"29233,26982",55.5,"1"
"1450","29362,29361",54.6,"26556,29197",54.6,"0"
"1451","29195,29198",55.5,"29261,29258",56.8,"0"
"1452","29257,29256",56.2,"29072,29073",56.5,"0"
"1453","28952,22839",56,"28944,27032",54.9,"1"
"1454","26623,28995",54.5,"29074,25238",54,"1"
"1455","29194,29200",52,"24629,26629",52,"1"
"1456","29260,29259",54.9,"29122,29372",54.9,"1"
"1457","29119,29120",54.9,"29071,26669",55,"0"
"1458","25837,27104",56,"23322,24524",56.5,"1"
"1459","27547,27031",52.5,"26625,29365",53,"0"
"1460","22941,25863",57,"26667,29137",55.5,"1"
"1461","26604,26602",0,"24896,28852",0,"1"
"1462","28940,28941",56,"28906,28907",56.1,"0"
"1463","26055,28844",54.5,"29118,26603",55.5,"0"
"1464","28939,29126",55,"29121,95",54.5,"1"
"1465","29042,29136",54.5,"22808,28908",56,"0"
"1466","24738,26746",56,"29237,29241",56.1,"1"
"1467","26990,29238",54.3,"26671,29075",55.4,"0"
"1468","22877,15762",54.6,"26627,28997",54.6,"0"
"1469","26671,29075",51.3,"22941,25863",55.7,"0"
"1470","24629,26629",54,"29236,29240",56,"0"
"1471","29122,29372",55,"26623,28995",54,"1"
"1472","29071,26669",56,"29260,29259",55,"1"
"1473","29074,25238",54.3,"29194,29200",57.3,"0"
"1474","26667,29137",55.2,"22877,15762",55.2,"1"
"1475","28944,27032",55,"29257,29256",55,"0"
"1476","29072,29073",53.7,"29119,29120",54.8,"0"
"1477","29193,25930",55.5,"28952,22839",55,"0"
"1478","29261,29258",56,"29362,29361",55.5,"1"
"1479","26556,29197",54.5,"27547,27031",54.4,"1"
"1480","22808,28908",55.1,"25837,27104",54.5,"1"
"1481","24606,26550",54.5,"26604,26602",52.5,"1"
"1482","26625,29365",54,"25933,26979",54,"0"
"1483","26627,28997",54.5,"27296,8171",55.7,"0"
"1484","24576,24575",56.9,"26990,29238",54.7,"1"
"1485","29237,29241",56.5,"28939,29126",56,"1"
"1486","22806,24501",56.1,"26985,26983",54.5,"1"
"1487","24540,22838",58.5,"26055,28844",55,"1"
"1488","23322,24524",54.5,"24577,26663",55.5,"0"
"1489","8150,24515",56.7,"24725,29078",56.7,"1"
"1490","28906,28907",55.4,"24649,29125",55.7,"0"
"1491","24896,28852",0,"26552,22804",0,"0"
"1492","29414,29415",55.3,"28940,28941",55.7,"0"
"1493","29233,26982",55.5,"22875,26483",56.8,"0"
"1494","22795,22398",55,"26601,26599",56,"0"
"1495","29118,26603",55.3,"29042,29136",54.9,"1"
"1496","29121,95",55.6,"24738,26746",55.4,"1"
"1497","26672,22876",56.5,"26678,26679",56.5,"1"
"1498","29042,29136",54.5,"26990,29238",54,"1"
"1499","29260,29259",56.5,"29194,29200",53,"1"
"1500","29122,29372",54,"29071,26669",55,"0"
"1501","28952,22839",54.5,"26623,28995",54.5,"1"
"1502","29236,29240",54.6,"29119,29120",54.2,"1"
"1503","29072,29073",54.7,"29261,29258",55,"0"
"1504","29257,29256",55,"29074,25238",55,"1"
"1505","24629,26629",55,"26556,29197",54.5,"1"
"1506","25933,26979",54.7,"28944,27032",54.3,"1"
"1507","29362,29361",54.4,"29193,25930",54.2,"0"
"1508","29233,26982",55.5,"26671,29075",54.7,"1"
"1509","29414,29415",56.2,"28939,29126",55.5,"1"
"1510","29195,29198",53.5,"26625,29365",53.5,"0"
"1511","24576,24575",56.7,"26985,26983",56.1,"1"
"1512","29237,29241",54,"29121,95",54.5,"1"
"1513","26055,28844",55.5,"22941,25863",55.5,"1"
"1514","24540,22838",55.8,"24606,26550",54.9,"1"
"1515","22806,24501",56.1,"8150,24515",54.7,"1"
"1516","25837,27104",52.5,"24725,29078",56,"0"
"1517","24577,26663",55.9,"24649,29125",55.1,"1"
"1518","26678,26679",56.7,"26552,22804",55.7,"1"
"1519","22808,28908",56.5,"22875,26483",58,"0"
"1520","22795,22398",56,"28906,28907",56.5,"0"
"1521","29118,26603",54.2,"28940,28941",54.9,"0"
"1522","24738,26746",55.3,"23322,24524",56.5,"0"
"1523","26627,28997",54.5,"26667,29137",56,"0"
"1524","27296,8171",55.8,"26604,26602",55.6,"0"
"1525","26672,22876",57.5,"26601,26599",57.5,"1"
"1526","26604,26602",0,"28940,28941",0,"0"
"1527","26552,22804",0,"26672,22876",0,"0"
"1528","24577,26663",0,"24725,29078",0,"0"
"1529","8150,24515",0,"26985,26983",0,"1"
"1530","24576,24575",0,"22875,26483",0,"0"
"1531","22806,24501",0,"24649,29125",0,"1"
"1532","26601,26599",0,"28906,28907",0,"1"
"1533","28940,28941",0,"24540,22838",0,"0"
"1534","24629,26629",0,"29194,29200",0,"0"
"1535","24606,26550",0,"26678,26679",0,"1"
"1536","29194,29200",0,"29260,29259",0,"0"
"1537","22806,24501",0,"24606,26550",0,"0"
"1538","26601,26599",0,"8150,24515",0,"1"
"1539","24540,22838",0,"24725,29078",0,"1"
"1540","29261,29258",0,"29071,26669",0,"0"
"1541","28952,22839",0,"29236,29240",0,"1"
"1542","28952,22839",0,"29071,26669",0,"0"
"1543","29260,29259",0,"29119,29120",0,"1"
"1544","26601,26599",0,"24606,26550",0,"0"
"1545","24540,22838",0,"26672,22876",0,"0"
"1546","26672,22876",0,"24606,26550",0,"1"
"1547","29260,29259",0,"29071,26669",0,"0"
"1548","29131,28384",54.5,"27177,27178",53.5,"1"
"1549","28239,29489",55,"29562,28228",54.5,"1"
"1550","29436,29124",54.5,"28238,29561",54.5,"0"
"1551","28479,29520",55.5,"29395,29396",52.5,"1"
"1552","26940,26889",56.5,"28385,28386",55,"1"
"1553","29430,28619",55,"29482,29481",54,"1"
"1554","29243,29413",52.5,"29543,29560",48,"1"
"1555","28207,29549",55,"29493,29492",47,"1"
"1556","28639,23818",52.5,"23718,25738",54.5,"0"
"1557","28206,28209",53,"27224,28237",52,"1"
"1558","29095,28161",54,"28148,27786",54,"1"
"1559","29431,29449",52.5,"28023,27732",54.5,"0"
"1560","27776,26158",56,"29140,29139",56,"0"
"1561","24217,29245",53,"29393,29394",52.5,"1"
"1562","27048,27050",54.5,"29367,26745",55,"0"
"1563","27009,29128",54.5,"26942,27730",54.5,"0"
"1564","26932,26635",55,"27006,27005",54,"1"
"1565","29141,26634",55.5,"25964,24334",54,"1"
"1566","29367,26745",54,"27776,26158",56.5,"0"
"1567","27224,28237",56.5,"29243,29413",54,"1"
"1568","23718,25738",55,"27009,29128",53.5,"1"
"1569","28148,27786",55,"28639,23818",55,"0"
"1570","27006,27005",54.5,"29141,26634",55,"0"
"1571","25964,24334",54,"29437,29438",53,"1"
"1572","29140,29139",56.5,"27048,27050",55.5,"1"
"1573","29393,29394",53.5,"26932,26635",56,"0"
"1574","29543,29560",54,"29431,29449",52,"0"
"1575","29395,29396",53,"28206,28209",53.5,"0"
"1576","28023,27732",50,"28479,29520",52,"1"
"1577","28385,28386",51,"28239,29489",51,"1"
"1578","26942,27730",55,"29095,28161",54,"1"
"1579","29482,29481",53,"29131,28384",54,"0"
"1580","29493,29492",55,"29436,29124",56,"0"
"1581","28238,29561",56.5,"26940,26889",54,"1"
"1582","27177,27178",55,"29430,28619",51,"1"
"1583","29562,28228",52,"28207,29549",56,"0"
"1584","28023,27732",53,"28238,29561",54,"0"
"1585","29131,28384",54,"28206,28209",53,"1"
"1586","29562,28228",53,"29482,29481",54.5,"0"
"1587","29243,29413",54,"28479,29520",55,"0"
"1588","28385,28386",54,"29436,29124",53,"1"
"1589","28207,29549",54.5,"29430,28619",51.5,"1"
"1590","29493,29492",54.5,"29395,29396",55.5,"0"
"1591","26940,26889",52.5,"28239,29489",51,"1"
"1592","27224,28237",56,"27177,27178",52.5,"1"
"1593","29141,26634",56,"29437,29438",54,"1"
"1594","27006,27005",51.5,"28148,27786",54.5,"0"
"1595","27048,27050",54.8,"27009,29128",54.6,"1"
"1596","25964,24334",56,"29095,28161",53.5,"1"
"1597","29367,26745",55,"28639,23818",54,"0"
"1598","26942,27730",54.5,"26932,26635",55.5,"0"
"1599","29140,29139",55.5,"24217,29245",55.5,"0"
"1600","27776,26158",55,"23718,25738",56,"0"
"1601","28206,28209",53,"28385,28386",55.5,"0"
"1602","28238,29561",56,"28207,29549",55,"0"
"1603","28479,29520",54,"29131,28384",55,"1"
"1604","29395,29396",54.5,"27224,28237",52.5,"1"
"1605","28239,29489",54,"28023,27732",55.5,"0"
"1606","28148,27786",54.5,"27048,27050",53.5,"1"
"1607","29482,29481",54.5,"26940,26889",52.5,"1"
"1608","27009,29128",53,"29393,29394",49,"1"
"1609","29095,28161",53.5,"29367,26745",51.5,"1"
"1610","29437,29438",53.5,"27776,26158",54.5,"0"
"1611","28639,23818",54.5,"29140,29139",54.5,"1"
"1612","29436,29124",55,"29562,28228",54,"1"
"1613","23718,25738",54,"26942,27730",54,"1"
"1614","26932,26635",56.5,"25964,24334",54.5,"1"
"1615","29430,28619",51,"29243,29413",54,"0"
"1616","27177,27178",57,"29493,29492",53,"1"
"1617","24217,29245",54,"29141,26634",56,"0"
"1618","28639,23818",54.5,"29095,28161",57.5,"0"
"1619","25964,24334",54,"29140,29139",56,"0"
"1620","29367,26745",55.5,"29393,29394",54.5,"1"
"1621","27006,27005",51,"29437,29438",48.5,"1"
"1622","26942,27730",56,"29141,26634",56.5,"0"
"1623","26932,26635",58,"24217,29245",57.5,"1"
"1624","29243,29413",54,"29482,29481",55,"0"
"1625","23718,25738",53,"28148,27786",54,"0"
"1626","28385,28386",53.5,"28207,29549",55.5,"0"
"1627","28239,29489",57,"29430,28619",54.5,"1"
"1628","27048,27050",56.5,"27776,26158",56.5,"1"
"1629","27224,28237",54.5,"26940,26889",54.5,"1"
"1630","29395,29396",51,"27177,27178",53,"1"
"1631","29436,29124",52.5,"28206,28209",53.5,"0"
"1632","28238,29561",53.5,"28479,29520",51.5,"1"
"1633","29131,28384",55,"28023,27732",56.5,"0"
"1634","29562,28228",52,"29493,29492",52,"1"
"1635","29482,29481",53,"29395,29396",53.5,"0"
"1636","28479,29520",55.5,"28385,28386",56,"1"
"1637","28206,28209",54.5,"28238,29561",55,"1"
"1638","26940,26889",55,"29131,28384",56,"0"
"1639","27177,27178",52,"29436,29124",54,"0"
"1640","29493,29492",54.5,"29243,29413",57,"0"
