"","aff","aff_speaks","neg","neg_speaks","win"
"101","23157,26636",55.5,"24819,29025",54.9,"1"
"102","26564,28950",55.1,"26471,28840",55.4,"1"
"103","15645,22801",57.6,"22853,24606",56.8,"1"
"104","28924,28923",55.6,"28960,28958",55.3,"1"
"105","22775,24512",57.5,"26601,26599",56.3,"1"
"106","26675,26676",56.1,"26473,26475",55.6,"1"
"107","24725,29078",56.1,"28938,28937",56.9,"1"
"108","24541,15519",57.3,"22881,23967",55.6,"1"
"109","24545,28842",55.3,"24694,28897",56.8,"0"
"110","26633,26635",54.5,"24695,28900",56.5,"0"
"111","26568,15591",56.6,"26479,25805",56.9,"0"
"112","26565,28948",55.5,"24709,24712",55.9,"0"
"113","25063,25068",56.7,"22856,8160",56.1,"1"
"114","23007,22944",55.9,"28921,23132",56.9,"0"
"115","23156,26632",55.8,"24611,24608",57.4,"0"
"116","26569,23008",54.5,"26705,26706",52.5,"1"
"117","28922,26679",56.1,"25063,25068",56.5,"0"
"118","24819,29025",56.3,"26565,28948",52.5,"1"
"119","23394,23393",55.5,"24613,28949",53.7,"1"
"120","26473,26475",54.9,"26564,28950",55.8,"0"
"121","22856,8160",56.2,"23518,24218",55.6,"1"
"122","26462,26465",53.5,"24680,24682",54.1,"0"
"123","28945,28919",55.1,"26566,28951",53.9,"1"
"124","28820,28821",56.5,"23357,23355",56.3,"1"
"125","26471,28840",55.4,"26490,23279",55.4,"0"
"126","26466,15592",56.2,"26633,26635",55.5,"1"
"127","28863,28864",54.1,"23007,22944",54.9,"0"
"128","24694,28897",58.9,"24725,29078",56.5,"1"
"129","22881,23967",56.1,"22818,26477",56,"0"
"130","28960,28958",55.1,"26568,15591",56.3,"0"
"131","24611,24608",56.8,"15645,22801",57.2,"0"
"132","26601,26599",55.7,"24541,15519",56,"0"
"133","26479,25805",55.1,"26675,26676",55.7,"0"
"134","28938,28937",56.3,"23157,26636",56,"1"
"135","24709,24712",56.8,"24545,28842",56.9,"1"
"136","28921,23132",56.1,"28924,28923",54.9,"1"
"137","22853,24606",56.8,"23156,26632",56.8,"1"
"138","24695,28900",55.5,"22775,24512",55.5,"1"
"139","22818,26477",0,"24725,29078",0,"1"
"140","26466,15592",0,"26479,25805",0,"1"
"141","24694,28897",0,"26675,26676",0,"1"
"142","24709,24712",0,"28921,23132",0,"0"
"143","22853,24606",0,"25063,25068",0,"0"
"144","26568,15591",0,"28938,28937",0,"1"
"145","26601,26599",0,"24695,28900",0,"0"
"146","24541,15519",0,"22818,26477",0,"1"
"147","15645,22801",0,"26466,15592",0,"1"
"148","22775,24512",0,"24611,24608",0,"1"
"149","15645,22801",0,"28921,23132",0,"1"
"150","24541,15519",0,"25063,25068",0,"1"
"151","26568,15591",0,"24694,28897",0,"1"
"152","22775,24512",0,"24695,28900",0,"0"
"153","24695,28900",0,"15645,22801",0,"0"
"154","26568,15591",0,"24541,15519",0,"1"
"155","26568,15591",0,"15645,22801",0,"0"
"156","29163,29162",54.5,"28180,29386",57.1,"0"
"157","28118,27380",51.1,"27042,28838",53.5,"0"
"158","27715,29333",54,"29041,28327",54.4,"0"
"159","28836,28837",49,"29377,29376",43,"1"
"160","29349,29347",54.5,"29293,28465",53.6,"1"
"161","29352,29168",53.4,"29358,29357",54,"0"
"162","29161,29160",52.1,"29346,29215",50.4,"1"
"163","29340,29336",55.1,"29206,29207",55.1,"0"
"164","29383,29382",55.1,"29204,29208",53.9,"1"
"165","29172,29171",52.5,"29381,27466",53.1,"0"
"166","26198,26504",54.5,"25798,28289",56.5,"0"
"167","29159,29158",55.9,"28917,28916",56.4,"0"
"168","29360,26769",53.5,"29350,29351",50.1,"1"
"169","28099,28055",53.4,"28913,28918",50.5,"1"
"170","29212,29213",53,"29205,29202",53.2,"1"
"171","29203,29201",55,"29387,29388",56,"0"
"172","29427,29338",53.2,"27716,28466",52.5,"0"
"173","29356,29355",49,"29165,29166",41,"1"
"174","29101,29054",54.5,"29370,29371",57,"0"
"175","25153,27682",53.7,"27931,28909",54.5,"0"
"176","29169,29170",53.1,"29339,29337",54.5,"0"
"177","29103,29102",54.6,"29176,29175",54.8,"1"
"178","27121,25984",55.6,"28142,28288",55.6,"0"
"179","29332,29296",53.4,"25393,25149",53,"1"
"180","24826,23190",54.7,"26529,26652",53.1,"1"
"181","29123,28203",53.5,"10974,25388",49,"1"
"182","23449,23451",54.5,"26939,17524",54.6,"1"
"183","26911,26916",56.6,"27347,29335",55,"1"
"184","26956,26950",55.1,"26482,24554",55.9,"0"
"185","26937,26938",56.5,"29093,28190",53.5,"1"
"186","24552,24546",54.4,"29138,25961",55.5,"0"
"187","24918,29040",55.3,"24959,24960",54.3,"1"
"188","18822,26505",56.7,"27000,29384",56.9,"0"
"189","27075,27098",54.8,"26899,25311",56,"0"
"190","25147,18625",56.3,"24731,24732",56,"1"
"191","28376,29091",54.1,"22935,27139",55.1,"0"
"192","24962,26957",57.5,"24870,26693",55.7,"1"
"193","26506,28912",56.4,"27192,27698",54.1,"1"
"194","25440,25442",53.8,"25776,29334",53.6,"1"
"195","24865,26689",54.9,"27300,27120",55.6,"0"
"196","26526,28911",55.3,"26914,26915",56.3,"0"
"197","26835,26701",54.1,"24965,29348",55.5,"0"
"198","26585,27308",55.1,"29092,29399",54.2,"1"
"199","26510,26508",55.2,"29331,29295",54.4,"1"
"200","24941,29214",53,"26651,25150",55.1,"0"
"201","26907,26906",56.6,"26691,29211",56.1,"1"
"202","28914,28915",54.1,"28144,26953",52.8,"1"
"203","29177,26923",54.2,"28379,25527",52.8,"1"
"204","29358,29357",54.9,"29101,29054",54.2,"1"
"205","27931,28909",56.5,"29349,29347",48,"1"
"206","29165,29166",52.3,"29383,29382",53.3,"0"
"207","29387,29388",53.8,"29161,29160",55,"0"
"208","28913,28918",56.5,"29332,29296",56.9,"0"
"209","10974,25388",54.1,"29159,29158",55.5,"0"
"210","29350,29351",55.3,"29163,29162",56.2,"0"
"211","29206,29207",55,"29427,29338",54.6,"1"
"212","29176,29175",52.9,"27715,29333",52.5,"1"
"213","28180,29386",54.5,"29360,26769",56.5,"0"
"214","29377,29376",54.6,"28118,27380",55.6,"0"
"215","29381,27466",56.1,"29212,29213",55.1,"1"
"216","29041,28327",53.9,"29103,29102",53.3,"1"
"217","29293,28465",52.9,"25153,27682",51.5,"1"
"218","29346,29215",52.5,"29356,29355",52.4,"1"
"219","29204,29208",51.1,"29123,28203",54,"0"
"220","29339,29337",55,"28836,28837",54.5,"0"
"221","28917,28916",55,"28099,28055",56,"0"
"222","27042,28838",55.7,"29169,29170",54.8,"1"
"223","29205,29202",53.6,"29172,29171",53.4,"1"
"224","27716,28466",53.7,"29340,29336",54.3,"0"
"225","29370,29371",36.1,"29352,29168",42.9,"1"
"226","27192,27698",54.5,"28914,28915",56.5,"0"
"227","25393,25149",55,"29203,29201",53.5,"0"
"228","29093,28190",52.5,"18822,26505",56.2,"0"
"229","25798,28289",57.4,"26907,26906",56.9,"1"
"230","28142,28288",54.5,"25147,18625",56.5,"0"
"231","26529,26652",55.2,"27121,25984",55.2,"0"
"232","24959,24960",56.1,"24552,24546",56.1,"1"
"233","26899,25311",55.7,"26956,26950",54.5,"1"
"234","22935,27139",57.5,"23449,23451",58.3,"0"
"235","26939,17524",54.7,"28376,29091",53,"1"
"236","26482,24554",56.8,"27075,27098",54.8,"1"
"237","29138,25961",55.6,"24918,29040",54.5,"1"
"238","27000,29384",52.1,"26937,26938",54.2,"0"
"239","24731,24732",54.7,"24826,23190",56.8,"0"
"240","24870,26693",53.4,"26198,26504",54.1,"0"
"241","26914,26915",57.7,"26835,26701",54.1,"1"
"242","28144,26953",54.9,"29177,26923",55.3,"0"
"243","24965,29348",56.5,"26506,28912",56,"1"
"244","27300,27120",54.9,"26526,28911",58,"0"
"245","25776,29334",56,"26585,27308",56.1,"0"
"246","27347,29335",55,"26510,26508",56,"0"
"247","26691,29211",54.7,"26911,26916",54.3,"0"
"248","29331,29295",54.5,"25440,25442",55.1,"0"
"249","29092,29399",54.5,"24865,26689",54.9,"0"
"250","28379,25527",54.2,"24941,29214",53.5,"0"
"251","26651,25150",57,"24962,26957",51,"1"
"252","28913,28918",56.3,"27715,29333",55.2,"0"
"253","29427,29338",52.8,"29169,29170",52,"1"
"254","29101,29054",53.8,"25393,25149",55.3,"1"
"255","29356,29355",54.5,"29349,29347",52.5,"1"
"256","27716,28466",53.5,"29346,29215",54.5,"0"
"257","29293,28465",53.3,"28118,27380",54.5,"0"
"258","29350,29351",52.5,"29172,29171",53.8,"0"
"259","29103,29102",55,"29212,29213",51,"1"
"260","24826,23190",55.8,"29138,25961",56.8,"0"
"261","29340,29336",43,"29203,29201",53.5,"0"
"262","29176,29175",56.4,"29205,29202",57.3,"0"
"263","25153,27682",54.5,"29204,29208",56.3,"0"
"264","10974,25388",53.2,"29352,29168",53,"1"
"265","29165,29166",47,"29377,29376",53,"0"
"266","29093,28190",53.8,"24552,24546",54.8,"0"
"267","26899,25311",55.9,"26482,24554",56.4,"0"
"268","26529,26652",54,"27075,27098",52.5,"1"
"269","22935,27139",57,"27121,25984",56.3,"1"
"270","24918,29040",55.6,"26939,17524",55.8,"1"
"271","24731,24732",55,"27000,29384",55.6,"0"
"272","29339,29337",55.6,"29387,29388",55.5,"1"
"273","25776,29334",54.8,"24870,26693",55.4,"0"
"274","25147,18625",54.9,"23449,23451",56.5,"0"
"275","28376,29091",53.3,"26956,26950",55.2,"0"
"276","28142,28288",56.5,"24959,24960",54.5,"1"
"277","26914,26915",55.2,"25798,28289",54.3,"1"
"278","24965,29348",51.4,"26651,25150",51.1,"1"
"279","26510,26508",55.8,"26585,27308",54.9,"1"
"280","28914,28915",54.9,"26911,26916",55.3,"0"
"281","29177,26923",55.4,"25440,25442",55.5,"1"
"282","26526,28911",54.4,"26907,26906",54.2,"1"
"283","26506,28912",54.6,"27300,27120",55.4,"0"
"284","26198,26504",54.5,"24865,26689",52.5,"1"
"285","27192,27698",55,"28379,25527",54.5,"1"
"286","27347,29335",54.5,"26691,29211",56,"0"
"287","28917,28916",56.1,"29163,29162",54.5,"1"
"288","29092,29399",53.2,"29331,29295",54.7,"0"
"289","26835,26701",55.7,"28144,26953",54.1,"1"
"290","27931,28909",55.7,"29332,29296",55.8,"0"
"291","29360,26769",53.5,"29206,29207",55.5,"0"
"292","28099,28055",53.5,"29381,27466",55.2,"0"
"293","29358,29357",57.3,"27042,28838",57.6,"0"
"294","29383,29382",56.5,"29041,28327",56.3,"0"
"295","29161,29160",54.1,"29123,28203",53.5,"1"
"296","28836,28837",50.5,"29370,29371",51,"0"
"297","29159,29158",55.4,"28180,29386",53.9,"1"
"298","24962,26957",54.9,"24941,29214",53.5,"1"
"299","18822,26505",57,"26937,26938",57.5,"0"
"300","28118,27380",53.3,"27716,28466",52.9,"1"
"301","27042,28838",55.5,"29360,26769",54.3,"0"
"302","29206,29207",56.4,"27931,28909",57.5,"0"
"303","29041,28327",52.5,"29358,29357",52,"1"
"304","29165,29166",53,"29427,29338",53,"0"
"305","25393,25149",57.5,"29352,29168",55.5,"1"
"306","29377,29376",53,"10974,25388",52.9,"1"
"307","29204,29208",57,"29350,29351",54.3,"1"
"308","29172,29171",55.5,"28913,28918",55.5,"0"
"309","27715,29333",54.5,"25153,27682",53.3,"1"
"310","29169,29170",54.2,"29356,29355",55.5,"0"
"311","28379,25527",54.5,"26835,26701",53.4,"1"
"312","29346,29215",53.5,"29293,28465",55.5,"0"
"313","28144,26953",54.9,"25776,29334",54.3,"1"
"314","29212,29213",48.5,"29176,29175",50.1,"0"
"315","29205,29202",56.5,"29340,29336",54.5,"1"
"316","29203,29201",54.1,"29103,29102",54.6,"0"
"317","29387,29388",50.5,"28917,28916",52.8,"0"
"318","29163,29162",55.4,"29339,29337",54.7,"1"
"319","28180,29386",56.8,"28836,28837",54.5,"1"
"320","29370,29371",59.7,"29159,29158",59.3,"1"
"321","29381,27466",55.5,"29161,29160",55.9,"0"
"322","29332,29296",54.5,"29383,29382",55.3,"1"
"323","29123,28203",54.5,"28099,28055",57,"0"
"324","29349,29347",57.2,"29101,29054",57.6,"0"
"325","27000,29384",54.1,"24918,29040",54.9,"0"
"326","25798,28289",56.5,"24965,29348",54.5,"1"
"327","26651,25150",54.9,"26914,26915",56.5,"0"
"328","26585,27308",55,"29177,26923",55.5,"0"
"329","26911,26916",56.2,"26510,26508",55.4,"1"
"330","25440,25442",55,"28914,28915",55.8,"0"
"331","26907,26906",54.4,"26506,28912",54.7,"0"
"332","27300,27120",54.3,"26198,26504",54.5,"0"
"333","24865,26689",54.8,"26526,28911",55.4,"0"
"334","24941,29214",55.4,"27347,29335",56.1,"0"
"335","26691,29211",50.6,"24962,26957",50.4,"1"
"336","24552,24546",55.5,"28376,29091",54.1,"1"
"337","27075,27098",53.7,"24731,24732",54.2,"0"
"338","24870,26693",54.1,"29092,29399",53.5,"1"
"339","26939,17524",56.2,"28142,28288",56.3,"0"
"340","27121,25984",56.1,"18822,26505",56,"1"
"341","26937,26938",55.3,"22935,27139",54.8,"1"
"342","23449,23451",57.5,"24826,23190",55.1,"1"
"343","29138,25961",57.5,"26899,25311",54.8,"1"
"344","24959,24960",56.1,"26529,26652",55.5,"1"
"345","26956,26950",54.5,"29093,28190",52.5,"1"
"346","26482,24554",53.9,"25147,18625",55.5,"0"
"347","29331,29295",56.7,"27192,27698",58.5,"0"
"348","29427,29338",57.2,"29346,29215",56.3,"1"
"349","28180,29386",54.3,"29204,29208",54.7,"0"
"350","29163,29162",50.6,"29383,29382",51,"0"
"351","29172,29171",54.1,"29349,29347",54.5,"0"
"352","27715,29333",53.4,"29101,29054",54.1,"0"
"353","29293,28465",54.8,"29123,28203",53.7,"1"
"354","29339,29337",55,"29358,29357",53.2,"1"
"355","29176,29175",52.7,"29203,29201",52.1,"1"
"356","28913,28918",52.5,"29377,29376",53.3,"1"
"357","29159,29158",54.6,"29356,29355",53.8,"1"
"358","29340,29336",54.9,"29387,29388",55.3,"0"
"359","29092,29399",54.5,"26835,26701",56.5,"0"
"360","10974,25388",52.9,"27716,28466",55,"0"
"361","29212,29213",51.5,"29169,29170",55,"0"
"362","29350,29351",56,"29165,29166",55.1,"0"
"363","29352,29168",-73,"25153,27682",52.8,"0"
"364","29177,26923",56.3,"26526,28911",56,"1"
"365","28836,28837",52.9,"25393,25149",53.8,"0"
"366","24552,24546",56.5,"27000,29384",56.7,"0"
"367","24965,29348",55.2,"28914,28915",54.6,"1"
"368","23449,23451",57.1,"26937,26938",55.5,"1"
"369","26482,24554",56.8,"29138,25961",57.5,"0"
"370","28142,28288",57.9,"24918,29040",57.9,"1"
"371","22935,27139",57.4,"25147,18625",57.3,"1"
"372","26198,26504",55.7,"26691,29211",56.5,"0"
"373","24959,24960",56.7,"24826,23190",56.3,"1"
"374","18822,26505",57.2,"26956,26950",56.9,"1"
"375","28099,28055",56.9,"28118,27380",54.1,"1"
"376","29093,28190",54.5,"24731,24732",54.5,"0"
"377","29370,29371",55,"29041,28327",54,"1"
"378","27075,27098",54.1,"26939,17524",54.7,"0"
"379","26914,26915",54.9,"26510,26508",53,"1"
"380","25798,28289",55.1,"26911,26916",55.5,"0"
"381","27121,25984",57,"26899,25311",56.4,"1"
"382","27931,28909",56.7,"28917,28916",54.7,"1"
"383","29360,26769",53.6,"29205,29202",53.9,"0"
"384","28376,29091",54.6,"26529,26652",54.7,"0"
"385","26585,27308",51.8,"26506,28912",54.4,"0"
"386","29381,27466",57.1,"27042,28838",55.5,"0"
"387","29206,29207",54.5,"29103,29102",53.5,"1"
"388","29332,29296",55,"29161,29160",55.5,"1"
"389","28379,25527",53.9,"25776,29334",52.7,"0"
"390","24865,26689",56,"29331,29295",55.2,"1"
"391","27347,29335",56.1,"24962,26957",57.3,"0"
"392","24870,26693",53.5,"26907,26906",54.7,"0"
"393","27300,27120",56.2,"25440,25442",53.1,"1"
"394","24941,29214",55,"28144,26953",53,"1"
"395","27192,27698",52.9,"26651,25150",52.5,"0"
"396","24731,24732",54.1,"24552,24546",55.5,"0"
"397","26510,26508",54.5,"27300,27120",55.8,"0"
"398","26526,28911",57.5,"27192,27698",55,"1"
"399","26691,29211",54.5,"25798,28289",54.8,"0"
"400","26899,25311",57,"18822,26505",56.7,"1"
"401","26529,26652",55.3,"26482,24554",55.7,"0"
"402","24826,23190",56.5,"27075,27098",54.3,"1"
"403","26956,26950",56.2,"24959,24960",55.9,"1"
"404","28914,28915",56.2,"29177,26923",56.5,"0"
"405","26939,17524",56.1,"29093,28190",54.9,"1"
"406","26911,26916",54.5,"24965,29348",54.5,"0"
"407","24962,26957",56.2,"26198,26504",55.8,"1"
"408","26651,25150",53.7,"24870,26693",52.5,"1"
"409","26907,26906",54.3,"26585,27308",55.3,"0"
"410","26835,26701",56.1,"24865,26689",56.9,"0"
"411","25776,29334",52.8,"29092,29399",52.2,"1"
"412","28144,26953",53.9,"27347,29335",56.5,"0"
"413","29352,29168",40.5,"29165,29166",50.5,"0"
"414","29169,29170",55.5,"10974,25388",53.5,"1"
"415","29331,29295",51,"28379,25527",55,"0"
"416","24918,29040",54.9,"23449,23451",57.1,"0"
"417","29204,29208",54.5,"29159,29158",55.6,"0"
"418","26506,28912",55.8,"26914,26915",56.5,"0"
"419","25440,25442",52.1,"24941,29214",52.7,"0"
"420","28118,27380",55.1,"29360,26769",54.8,"1"
"421","27000,29384",56.5,"22935,27139",56.9,"0"
"422","29101,29054",53.8,"29206,29207",54.2,"0"
"423","29161,29160",54.6,"29370,29371",54.7,"0"
"424","29205,29202",54.5,"29332,29296",51,"1"
"425","29041,28327",55.5,"27931,28909",55.9,"0"
"426","27042,28838",54.9,"28099,28055",55.3,"0"
"427","28917,28916",54.7,"29381,27466",55.6,"0"
"428","29103,29102",53.5,"29293,28465",56.2,"0"
"429","29356,29355",55.3,"29427,29338",54.5,"1"
"430","29387,29388",53.5,"29163,29162",55.4,"0"
"431","25393,25149",52.1,"28180,29386",52.5,"0"
"432","25153,27682",55.9,"29340,29336",57.5,"0"
"433","25147,18625",55.4,"28376,29091",54.3,"1"
"434","29383,29382",56.1,"29339,29337",53,"1"
"435","29138,25961",56.6,"28142,28288",57.3,"0"
"436","29358,29357",54.5,"28913,28918",55.3,"0"
"437","29377,29376",54.5,"27715,29333",53.5,"0"
"438","27716,28466",53.8,"29212,29213",53,"1"
"439","29346,29215",56.5,"29172,29171",54.1,"0"
"440","29203,29201",54.8,"28836,28837",52.7,"1"
"441","29123,28203",52.9,"29350,29351",52.1,"1"
"442","29349,29347",52.9,"29176,29175",52.5,"1"
"443","26937,26938",56.3,"27121,25984",56,"1"
"444","29293,28465",0,"29101,29054",0,"1"
"445","29360,26769",0,"29041,28327",0,"1"
"446","28913,28918",0,"29163,29162",0,"1"
"447","28917,28916",0,"28180,29386",0,"1"
"448","29339,29337",0,"28118,27380",0,"0"
"449","29356,29355",0,"29204,29208",0,"0"
"450","28914,28915",0,"27300,27120",0,"0"
"451","24962,26957",0,"26651,25150",0,"1"
"452","28913,28918",0,"27931,28909",0,"0"
"453","28099,28055",0,"28917,28916",0,"0"
"454","29332,29296",0,"28118,27380",0,"0"
"455","29293,28465",0,"29205,29202",0,"0"
"456","29360,26769",0,"29381,27466",0,"0"
"457","25798,28289",0,"26691,29211",0,"1"
"458","29383,29382",0,"27042,28838",0,"1"
"459","26482,24554",0,"27000,29384",0,"1"
"460","25147,18625",0,"24826,23190",0,"1"
"461","26899,25311",0,"27121,25984",0,"1"
"462","24865,26689",0,"26911,26916",0,"1"
"463","26510,26508",0,"24965,29348",0,"0"
"464","22935,27139",0,"26937,26938",0,"1"
"465","24965,29348",0,"26526,28911",0,"0"
"466","25798,28289",0,"24865,26689",0,"1"
"467","27300,27120",0,"29177,26923",0,"0"
"468","24962,26957",0,"26914,26915",0,"0"
"469","28118,27380",0,"29205,29202",0,"0"
"470","29381,27466",0,"29206,29207",0,"1"
"471","29383,29382",0,"27931,28909",0,"1"
"472","28142,28288",0,"26482,24554",0,"1"
"473","25147,18625",0,"29138,25961",0,"0"
"474","23449,23451",0,"26899,25311",0,"1"
"475","28917,28916",0,"29159,29158",0,"0"
"476","22935,27139",0,"23449,23451",0,"0"
"477","28142,28288",0,"29138,25961",0,"0"
"478","26914,26915",0,"26526,28911",0,"0"
"479","25798,28289",0,"29177,26923",0,"0"
"480","29205,29202",0,"29383,29382",0,"0"
"481","29159,29158",0,"29381,27466",0,"0"
"482","28857,28856",55.4,"27096,26785",54.4,"1"
"483","24776,24774",56.4,"22914,22918",56.7,"0"
"484","23093,26531",56.5,"29110,29109",54.5,"1"
"485","23315,18878",56.3,"24514,24515",54.9,"1"
"486","22843,26467",56.1,"22727,22724",57.5,"0"
"487","26598,24779",55.1,"22755,15601",57.1,"0"
"488","28886,28883",0,"22775,24512",0,"1"
"489","29080,26496",57,"26594,26593",56.8,"1"
"490","24541,15519",58.1,"24791,26821",56.7,"1"
"491","29098,26807",54.5,"28938,28937",56.5,"0"
"492","22928,29106",55.6,"22802,26551",56.6,"0"
"493","28989,28990",56.5,"24758,26539",56.5,"0"
"494","26763,24985",53.5,"26436,26434",54.9,"0"
"495","26502,29085",54.1,"24500,24498",55.9,"0"
"496","24531,29082",54.9,"28964,28965",54.6,"1"
"497","26438,28822",57.1,"26981,22710",57.5,"0"
"498","22830,22579",56.1,"29059,28819",55.3,"1"
"499","22853,24606",55,"29050,26764",54.8,"1"
"500","24730,29316",54.8,"22911,26783",54.2,"1"
"501","26815,26818",56.4,"22651,28935",56.2,"0"
"502","26560,29067",55.7,"28906,28907",55.3,"1"
"503","28200,29142",53,"27105,25373",53,"0"
"504","29056,28992",55,"29154,29153",54.9,"1"
"505","29400,29401",56.6,"28991,28994",55,"1"
"506","26993,27963",56.5,"29147,29148",55.2,"1"
"507","29105,27916",54,"29038,27925",53,"1"
"508","27962,27159",56.6,"29149,29150",55.6,"1"
"509","26855,29146",55.3,"26995,26992",55.1,"0"
"510","23022,29081",56.2,"24694,28897",56.4,"1"
"511","28851,28849",55.5,"29044,29043",54.7,"1"
"512","28962,26576",56.6,"26519,22714",56.7,"0"
"513","29046,29045",54.9,"28808,24900",54.6,"1"
